list-none-m,1,1000,1,3000,4187605,1395,0,46
list-none-m,2,1000,1,6000,22499446,3749,0,5641
list-none-m,4,1000,1,12000,86193089,7182,0,31609
list-none-m,8,1000,1,24000,337128977,14047,0,137607
list-none-m,12,1000,1,36000,813872975,22607,0,324693
list-none-m,24,1000,1,72000,3243058027,45042,0,1212244
