list-id-m,1,1,1,3,86876,28958,1086
list-id-m,1,2,1,6,68474,11412,313
list-id-m,1,4,1,12,63982,5331,202
list-id-m,1,8,1,24,65113,2713,118
list-id-m,1,16,1,48,70351,1465,83
list-id-m,4,1,1,12,164908,13742,321
list-id-m,4,2,1,24,110896,4620,177
list-id-m,4,4,1,48,847332,17652,129
list-id-m,4,8,1,96,188453,1963,1243
list-id-m,4,16,1,192,253419,1319,2824
list-id-m,8,1,1,24,238519,9938,408
list-id-m,8,2,1,48,274623,5721,150
list-id-m,8,4,1,96,263239,2742,865
list-id-m,8,8,1,192,282019,1468,725
list-id-m,8,16,1,384,259582,675,56
list-id-m,12,1,1,36,321689,8935,154
list-id-m,12,2,1,72,308575,4285,101
list-id-m,12,4,1,144,285767,1984,121
list-id-m,12,8,1,288,402114,1396,69
list-id-m,12,16,1,576,373474,648,68
list-id-m,16,1,1,48,390852,8142,114
list-id-m,16,2,1,96,433643,4517,116
list-id-m,16,4,1,192,372457,1939,113
list-id-m,16,8,1,384,375361,977,62
list-id-m,16,16,1,768,1270201,1653,16435
list-id-s,1,1,1,3,74966,24988,170
list-id-s,1,2,1,6,76175,12695,105
list-id-s,1,4,1,12,56762,4730,74
list-id-s,1,8,1,24,81572,3398,62
list-id-s,1,16,1,48,102046,2125,56
list-id-s,4,1,1,12,181413,15117,477
list-id-s,4,2,1,24,106876,4453,112
list-id-s,4,4,1,48,130336,2715,85
list-id-s,4,8,1,96,129687,1350,273
list-id-s,4,16,1,192,162441,846,1278
list-id-s,8,1,1,24,256842,10701,474
list-id-s,8,2,1,48,242049,5042,211
list-id-s,8,4,1,96,249448,2598,79
list-id-s,8,8,1,192,243184,1266,66
list-id-s,8,16,1,384,270610,704,59
list-id-s,12,1,1,36,330547,9181,86
list-id-s,12,2,1,72,335982,4666,229
list-id-s,12,4,1,144,278807,1936,74
list-id-s,12,8,1,288,318117,1104,69
list-id-s,12,16,1,576,453955,788,2984
list-id-s,16,1,1,48,419812,8746,191
list-id-s,16,2,1,96,367842,3831,134
list-id-s,16,4,1,192,399892,2082,75
list-id-s,16,8,1,384,406359,1058,61
list-id-s,16,16,1,768,425289,553,57
list-id-none,1,1,1,3,57815,19271,75
list-id-none,1,2,1,6,75733,12622,65
list-id-none,1,4,1,12,86498,7208,51
list-id-none,1,8,1,24,92736,3864,42
list-id-none,1,16,1,48,85916,1789,38
list-id-none,4,4,1,48,109280,2276,51
list-id-none,4,8,1,96,146624,1527,42
list-id-none,4,16,1,192,117702,613,37
list-id-none,8,1,1,24,208824,8701,71
list-id-none,8,2,1,48,3035105,63231,58
list-id-none,8,4,1,96,196220,2043,43
list-id-none,16,1,1,48,393348,8194,54
list-id-none,16,2,1,96,1765567,18391,52
list-id-none,1,1,1,3,67262,22420,100
list-id-none,1,2,1,6,71730,11955,84
list-id-none,1,4,1,12,89656,7471,51
list-id-none,1,8,1,24,93602,3900,42
